date;state_id;store_id;dept_id;cat_id;item_id;wm_yr_wk;d;ventas;sell_price;year;month;wday;weekday;event_name_1;event_type_1;event_name_2;event_type_2
09/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_587;11545;d_1776;7;2.48;2015;12;5;Wednesday;;;;
09/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_714;11545;d_1776;6;1.58;2015;12;5;Wednesday;;;;
10/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_090;11545;d_1777;9;1.0;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_120;11545;d_1777;43;4.98;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_202;11545;d_1777;21;4.58;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_252;11545;d_1777;49;1.58;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_288;11545;d_1777;32;1.5;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_329;11545;d_1777;0;2.98;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_555;11545;d_1777;34;1.68;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_586;11545;d_1777;85;1.68;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_587;11545;d_1777;32;2.48;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_714;11545;d_1777;14;1.58;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_090;11545;d_1777;0;1.5;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_120;11545;d_1777;13;4.98;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_202;11545;d_1777;10;4.58;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_252;11545;d_1777;5;1.58;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_288;11545;d_1777;10;1.5;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_329;11545;d_1777;0;2.98;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_555;11545;d_1777;7;1.68;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_586;11545;d_1777;7;1.68;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_587;11545;d_1777;10;2.48;2015;12;6;Thursday;;;;
10/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_714;11545;d_1777;5;1.58;2015;12;6;Thursday;;;;
11/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_090;11545;d_1778;1;1.0;2015;12;7;Friday;;;;
11/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_120;11545;d_1778;69;4.98;2015;12;7;Friday;;;;
11/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_202;11545;d_1778;10;4.58;2015;12;7;Friday;;;;
11/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_252;11545;d_1778;36;1.58;2015;12;7;Friday;;;;
11/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_288;11545;d_1778;37;1.5;2015;12;7;Friday;;;;
11/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_329;11545;d_1778;1;2.98;2015;12;7;Friday;;;;
11/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_555;11545;d_1778;30;1.68;2015;12;7;Friday;;;;
11/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_586;11545;d_1778;55;1.68;2015;12;7;Friday;;;;
11/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_587;11545;d_1778;31;2.48;2015;12;7;Friday;;;;
11/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_714;11545;d_1778;18;1.58;2015;12;7;Friday;;;;
11/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_090;11545;d_1778;0;1.5;2015;12;7;Friday;;;;
11/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_120;11545;d_1778;9;4.98;2015;12;7;Friday;;;;
11/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_202;11545;d_1778;5;4.58;2015;12;7;Friday;;;;
11/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_252;11545;d_1778;7;1.58;2015;12;7;Friday;;;;
11/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_288;11545;d_1778;5;1.5;2015;12;7;Friday;;;;
11/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_329;11545;d_1778;0;2.98;2015;12;7;Friday;;;;
11/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_555;11545;d_1778;5;1.68;2015;12;7;Friday;;;;
11/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_586;11545;d_1778;9;1.68;2015;12;7;Friday;;;;
11/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_587;11545;d_1778;20;2.48;2015;12;7;Friday;;;;
11/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_714;11545;d_1778;11;1.58;2015;12;7;Friday;;;;
12/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_090;11546;d_1779;3;1.0;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_120;11546;d_1779;96;4.98;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_202;11546;d_1779;44;4.68;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_252;11546;d_1779;53;1.58;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_288;11546;d_1779;44;1.5;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_329;11546;d_1779;0;2.98;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_555;11546;d_1779;31;1.68;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_586;11546;d_1779;100;1.68;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_587;11546;d_1779;37;2.48;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_714;11546;d_1779;29;1.58;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_090;11546;d_1779;0;1.5;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_120;11546;d_1779;0;4.98;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_202;11546;d_1779;13;4.68;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_252;11546;d_1779;12;1.58;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_288;11546;d_1779;10;1.5;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_329;11546;d_1779;0;2.98;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_555;11546;d_1779;3;1.68;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_586;11546;d_1779;12;1.68;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_587;11546;d_1779;15;2.48;2015;12;1;Saturday;;;;
12/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_714;11546;d_1779;13;1.58;2015;12;1;Saturday;;;;
13/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_090;11546;d_1780;2;1.0;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_120;11546;d_1780;93;4.98;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_202;11546;d_1780;23;4.68;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_252;11546;d_1780;56;1.58;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_288;11546;d_1780;45;1.5;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_329;11546;d_1780;74;2.98;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_555;11546;d_1780;33;1.68;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_586;11546;d_1780;93;1.68;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_587;11546;d_1780;29;2.48;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_714;11546;d_1780;29;1.58;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_090;11546;d_1780;0;1.5;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_120;11546;d_1780;18;4.98;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_202;11546;d_1780;8;4.68;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_252;11546;d_1780;6;1.58;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_288;11546;d_1780;6;1.5;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_329;11546;d_1780;7;2.98;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_555;11546;d_1780;5;1.68;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_586;11546;d_1780;5;1.68;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_587;11546;d_1780;13;2.48;2015;12;2;Sunday;;;;
13/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_714;11546;d_1780;8;1.58;2015;12;2;Sunday;;;;
14/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_090;11546;d_1781;1;1.0;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_120;11546;d_1781;62;4.98;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_202;11546;d_1781;23;4.68;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_252;11546;d_1781;35;1.58;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_288;11546;d_1781;30;1.5;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_329;11546;d_1781;46;2.98;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_555;11546;d_1781;27;1.68;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_586;11546;d_1781;67;1.68;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_587;11546;d_1781;28;2.48;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_714;11546;d_1781;27;1.58;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_090;11546;d_1781;0;1.5;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_120;11546;d_1781;0;4.98;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_202;11546;d_1781;8;4.68;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_252;11546;d_1781;2;1.58;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_288;11546;d_1781;10;1.5;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_329;11546;d_1781;3;2.98;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_555;11546;d_1781;2;1.68;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_586;11546;d_1781;8;1.68;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_587;11546;d_1781;7;2.48;2015;12;3;Monday;Chanukah End;Religious;;
14/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_714;11546;d_1781;8;1.58;2015;12;3;Monday;Chanukah End;Religious;;
15/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_090;11546;d_1782;0;1.0;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_120;11546;d_1782;61;4.98;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_202;11546;d_1782;21;4.68;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_252;11546;d_1782;32;1.58;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_288;11546;d_1782;31;1.5;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_329;11546;d_1782;40;2.98;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_555;11546;d_1782;30;1.68;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_586;11546;d_1782;82;1.68;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_587;11546;d_1782;27;2.48;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_714;11546;d_1782;16;1.58;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_090;11546;d_1782;0;1.5;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_120;11546;d_1782;3;4.98;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_202;11546;d_1782;8;4.68;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_252;11546;d_1782;3;1.58;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_288;11546;d_1782;5;1.5;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_329;11546;d_1782;3;2.98;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_555;11546;d_1782;3;1.68;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_586;11546;d_1782;21;1.68;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_587;11546;d_1782;21;2.48;2015;12;4;Tuesday;;;;
15/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_714;11546;d_1782;12;1.58;2015;12;4;Tuesday;;;;
16/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_090;11546;d_1783;0;1.0;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_120;11546;d_1783;52;4.98;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_202;11546;d_1783;20;4.68;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_252;11546;d_1783;36;1.58;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_288;11546;d_1783;35;1.5;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_329;11546;d_1783;64;2.98;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_555;11546;d_1783;30;1.68;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_586;11546;d_1783;76;1.68;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_587;11546;d_1783;29;2.48;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_714;11546;d_1783;19;1.58;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_090;11546;d_1783;0;1.5;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_120;11546;d_1783;16;4.98;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_202;11546;d_1783;11;4.68;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_252;11546;d_1783;5;1.58;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_288;11546;d_1783;3;1.5;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_329;11546;d_1783;10;2.98;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_555;11546;d_1783;4;1.68;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_586;11546;d_1783;10;1.68;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_587;11546;d_1783;5;2.48;2015;12;5;Wednesday;;;;
16/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_714;11546;d_1783;11;1.58;2015;12;5;Wednesday;;;;
17/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_090;11546;d_1784;0;1.0;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_120;11546;d_1784;52;4.98;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_202;11546;d_1784;21;4.68;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_252;11546;d_1784;56;1.58;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_288;11546;d_1784;39;1.5;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_329;11546;d_1784;55;2.98;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_555;11546;d_1784;37;1.68;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_586;11546;d_1784;85;1.68;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_587;11546;d_1784;31;2.48;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_714;11546;d_1784;25;1.58;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_090;11546;d_1784;0;1.5;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_120;11546;d_1784;6;4.98;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_202;11546;d_1784;6;4.68;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_252;11546;d_1784;3;1.58;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_288;11546;d_1784;7;1.5;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_329;11546;d_1784;6;2.98;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_555;11546;d_1784;4;1.68;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_586;11546;d_1784;19;1.68;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_587;11546;d_1784;5;2.48;2015;12;6;Thursday;;;;
17/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_714;11546;d_1784;6;1.58;2015;12;6;Thursday;;;;
18/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_090;11546;d_1785;1;1.0;2015;12;7;Friday;;;;
18/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_120;11546;d_1785;51;4.98;2015;12;7;Friday;;;;
18/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_202;11546;d_1785;19;4.68;2015;12;7;Friday;;;;
18/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_252;11546;d_1785;56;1.58;2015;12;7;Friday;;;;
18/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_288;11546;d_1785;32;1.5;2015;12;7;Friday;;;;
18/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_329;11546;d_1785;43;2.98;2015;12;7;Friday;;;;
18/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_555;11546;d_1785;23;1.68;2015;12;7;Friday;;;;
18/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_586;11546;d_1785;59;1.68;2015;12;7;Friday;;;;
18/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_587;11546;d_1785;29;2.48;2015;12;7;Friday;;;;
18/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_714;11546;d_1785;24;1.58;2015;12;7;Friday;;;;
18/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_090;11546;d_1785;0;1.5;2015;12;7;Friday;;;;
18/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_120;11546;d_1785;12;4.98;2015;12;7;Friday;;;;
18/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_202;11546;d_1785;8;4.68;2015;12;7;Friday;;;;
18/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_252;11546;d_1785;5;1.58;2015;12;7;Friday;;;;
18/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_288;11546;d_1785;13;1.5;2015;12;7;Friday;;;;
18/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_329;11546;d_1785;4;2.98;2015;12;7;Friday;;;;
18/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_555;11546;d_1785;5;1.68;2015;12;7;Friday;;;;
18/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_586;11546;d_1785;10;1.68;2015;12;7;Friday;;;;
18/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_587;11546;d_1785;7;2.48;2015;12;7;Friday;;;;
18/12/2015;CA;CA_4;FOODS_3;FOODS;FOODS_3_714;11546;d_1785;8;1.58;2015;12;7;Friday;;;;
19/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_090;11547;d_1786;0;1.0;2015;12;1;Saturday;;;;
19/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_120;11547;d_1786;73;4.98;2015;12;1;Saturday;;;;
19/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_202;11547;d_1786;34;4.68;2015;12;1;Saturday;;;;
19/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_252;11547;d_1786;61;1.58;2015;12;1;Saturday;;;;
19/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_288;11547;d_1786;34;1.5;2015;12;1;Saturday;;;;
19/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_329;11547;d_1786;71;2.98;2015;12;1;Saturday;;;;
19/12/2015;CA;CA_3;FOODS_3;FOODS;FOODS_3_555;11547;d_1786;41;1.68;2015;12;1;Saturday;;;;
